,raw,label,raw_clean,raw_casefolding,raw_tokenizing,raw_filtering,raw_normalisasi,raw_stimming,Ready
459,Pokoknya aplikasi link paling mantab,1,Pokoknya aplikasi link paling mantab,pokoknya aplikasi link paling mantab,"['pokoknya', 'aplikasi', 'link', 'paling', 'mantab']","['pokoknya', 'aplikasi', 'link', 'mantab']","['pokoknya', 'aplikasi', 'link', 'mantab']","['pokok', 'aplikasi', 'link', 'mantab']",pokok aplikasi link mantab
460,"Mau kirim uang knpa ga bisa woi, wah parah bnget",-1,Mau kirim uang knpa ga bisa woi wah parah bnget,mau kirim uang knpa ga bisa woi wah parah bnget,"['mau', 'kirim', 'uang', 'knpa', 'ga', 'bisa', 'woi', 'wah', 'parah', 'bnget']","['kirim', 'uang', 'knpa', 'woi', 'parah', 'bnget']","['kirim', 'uang', 'knpa', 'woi', 'parah', 'bnget']","['kirim', 'uang', 'knpa', 'woi', 'parah', 'bnget']",kirim uang knpa woi parah bnget
461,Udah di upgrade di percepat donk confirmny,-1,Udah di upgrade di percepat donk confirmny,udah di upgrade di percepat donk confirmny,"['udah', 'di', 'upgrade', 'di', 'percepat', 'donk', 'confirmny']","['udah', 'upgrade', 'percepat', 'donk', 'confirmny']","['sudah', 'upgrade', 'percepat', 'dong', 'confirmny']","['sudah', 'upgrade', 'cepat', 'dong', 'confirmny']",sudah upgrade cepat dong confirmny
462,Kalo mau Bisnis Yg HALAL..Kalian makan uang Haram...Saya Transfer ke Brizi Dana kepotong tapi ga masuk....Bukti Saya Lengkap...Silahkan kalo mau Protes kesaya...Data saya lengkap di Linkaja.....,-1,Kalo mau Bisnis Yg HALALKalian makan uang HaramSaya Transfer ke Brizi Dana kepotong tapi ga masukBukti Saya LengkapSilahkan kalo mau Protes kesayaData saya lengkap di Linkaja,kalo mau bisnis yg halalkalian makan uang haramsaya transfer ke brizi dana kepotong tapi ga masukbukti saya lengkapsilahkan kalo mau protes kesayadata saya lengkap di linkaja,"['kalo', 'mau', 'bisnis', 'yg', 'halalkalian', 'makan', 'uang', 'haramsaya', 'transfer', 'ke', 'brizi', 'dana', 'kepotong', 'tapi', 'ga', 'masukbukti', 'saya', 'lengkapsilahkan', 'kalo', 'mau', 'protes', 'kesayadata', 'saya', 'lengkap', 'di', 'linkaja']","['bisnis', 'halalkalian', 'makan', 'uang', 'haramsaya', 'transfer', 'brizi', 'dana', 'kepotong', 'masukbukti', 'lengkapsilahkan', 'protes', 'kesayadata', 'lengkap', 'linkaja']","['bisnis', 'halalkalian', 'makan', 'uang', 'haramsaya', 'transfer', 'brizi', 'dana', 'kepotong', 'masukbukti', 'lengkapsilahkan', 'protes', 'kesayadata', 'lengkap', 'linkaja']","['bisnis', 'halalkalian', 'makan', 'uang', 'haramsaya', 'transfer', 'brizi', 'dana', 'potong', 'masukbukti', 'lengkapsilahkan', 'protes', 'kesayadata', 'lengkap', 'linkaja']",bisnis halalkalian makan uang haramsaya transfer brizi dana potong masukbukti lengkapsilahkan protes kesayadata lengkap linkaja
463,Mantap... cepat..,1,Mantap cepat,mantap cepat,"['mantap', 'cepat']","['mantap', 'cepat']","['mantap', 'cepat']","['mantap', 'cepat']",mantap cepat
464,Sangat membantu aktivitas sehari-hari,1,Sangat membantu aktivitas seharihari,sangat membantu aktivitas seharihari,"['sangat', 'membantu', 'aktivitas', 'seharihari']","['membantu', 'aktivitas', 'seharihari']","['membantu', 'aktivitas', 'seharihari']","['bantu', 'aktivitas', 'seharihari']",bantu aktivitas seharihari
465,Good Apps,1,Good Apps,good apps,"['good', 'apps']","['good', 'apps']","['good', 'apps']","['good', 'apps']",good apps
466,"Susah login, di minta verifikasi tapi ga di kirim kirim",-1,Susah login di minta verifikasi tapi ga di kirim kirim,susah login di minta verifikasi tapi ga di kirim kirim,"['susah', 'login', 'di', 'minta', 'verifikasi', 'tapi', 'ga', 'di', 'kirim', 'kirim']","['susah', 'login', 'verifikasi', 'kirim', 'kirim']","['susah', 'login', 'verifikasi', 'kirim', 'kirim']","['susah', 'login', 'verifikasi', 'kirim', 'kirim']",susah login verifikasi kirim kirim
467,"Mau masuk aja susah banget, minta kode via SMS ga nyampeÃÂ²",-1,Mau masuk aja susah banget minta kode via SMS ga nyampe,mau masuk aja susah banget minta kode via sms ga nyampe,"['mau', 'masuk', 'aja', 'susah', 'banget', 'minta', 'kode', 'via', 'sms', 'ga', 'nyampe']","['masuk', 'susah', 'banget', 'kode', 'via', 'sms', 'nyampe']","['masuk', 'susah', 'banget', 'kode', 'via', 'sms', 'nyampe']","['masuk', 'susah', 'banget', 'kode', 'via', 'sms', 'nyampe']",masuk susah banget kode via sms nyampe
468,"Habis di update aplikasinya skarang mau update full service mlah gak bisa Di keterangan ""DATA TIDAK COCOK"" gimana sih",-1,Habis di update aplikasinya skarang mau update full service mlah gak bisa Di keterangan DATA TIDAK COCOK gimana sih,habis di update aplikasinya skarang mau update full service mlah gak bisa di keterangan data tidak cocok gimana sih,"['habis', 'di', 'update', 'aplikasinya', 'skarang', 'mau', 'update', 'full', 'service', 'mlah', 'gak', 'bisa', 'di', 'keterangan', 'data', 'tidak', 'cocok', 'gimana', 'sih']","['habis', 'update', 'aplikasinya', 'skarang', 'update', 'full', 'service', 'mlah', 'keterangan', 'data', 'cocok', 'gimana']","['habis', 'update', 'aplikasinya', 'skarang', 'update', 'full', 'service', 'mlah', 'keterangan', 'data', 'cocok', 'bagaimana']","['habis', 'update', 'aplikasi', 'skarang', 'update', 'full', 'service', 'mlah', 'terang', 'data', 'cocok', 'bagaimana']",habis update aplikasi skarang update full service mlah terang data cocok bagaimana
469,Bermanfaat!!!!,1,Bermanfaat,bermanfaat,['bermanfaat'],['bermanfaat'],['bermanfaat'],['manfaat'],manfaat
470,Keren,1,Keren,keren,['keren'],['keren'],['keren'],['keren'],keren
471,Good job,1,Good job,good job,"['good', 'job']","['good', 'job']","['good', 'job']","['good', 'job']",good job
472,"Berkat linkaja transaksi menjadi lebih murah dan mudah, akan tetapi Masih banyak yg harus ditingkatkan lagi, seperti percepatan penanganan ketika ada masalah, chat costumer service saat ini ga bisa langsung dari aplikasi, call centernya berbayar padahal aliansi Telkomsel, dll.",1,Berkat linkaja transaksi menjadi lebih murah dan mudah akan tetapi Masih banyak yg harus ditingkatkan lagi seperti percepatan penanganan ketika ada masalah chat costumer service saat ini ga bisa langsung dari aplikasi call centernya berbayar padahal aliansi Telkomsel dll,berkat linkaja transaksi menjadi lebih murah dan mudah akan tetapi masih banyak yg harus ditingkatkan lagi seperti percepatan penanganan ketika ada masalah chat costumer service saat ini ga bisa langsung dari aplikasi call centernya berbayar padahal aliansi telkomsel dll,"['berkat', 'linkaja', 'transaksi', 'menjadi', 'lebih', 'murah', 'dan', 'mudah', 'akan', 'tetapi', 'masih', 'banyak', 'yg', 'harus', 'ditingkatkan', 'lagi', 'seperti', 'percepatan', 'penanganan', 'ketika', 'ada', 'masalah', 'chat', 'costumer', 'service', 'saat', 'ini', 'ga', 'bisa', 'langsung', 'dari', 'aplikasi', 'call', 'centernya', 'berbayar', 'padahal', 'aliansi', 'telkomsel', 'dll']","['berkat', 'linkaja', 'transaksi', 'murah', 'mudah', 'ditingkatkan', 'percepatan', 'penanganan', 'chat', 'costumer', 'service', 'langsung', 'aplikasi', 'call', 'centernya', 'berbayar', 'aliansi', 'telkomsel', 'dll']","['berkat', 'linkaja', 'transaksi', 'murah', 'mudah', 'ditingkatkan', 'percepatan', 'penanganan', 'chat', 'costumer', 'service', 'langsung', 'aplikasi', 'call', 'centernya', 'berbayar', 'aliansi', 'telkomsel', 'dll']","['berkat', 'linkaja', 'transaksi', 'murah', 'mudah', 'tingkat', 'cepat', 'tangan', 'chat', 'costumer', 'service', 'langsung', 'aplikasi', 'call', 'centernya', 'bayar', 'aliansi', 'telkomsel', 'dll']",berkat linkaja transaksi murah mudah tingkat cepat tangan chat costumer service langsung aplikasi call centernya bayar aliansi telkomsel dll
473,"Membantu sekali, maaf 4 bintang kadang karena ada trobel pulsa tdk masuk ke nomor tujuan",1,Membantu sekali maaf bintang kadang karena ada trobel pulsa tdk masuk ke nomor tujuan,membantu sekali maaf bintang kadang karena ada trobel pulsa tdk masuk ke nomor tujuan,"['membantu', 'sekali', 'maaf', 'bintang', 'kadang', 'karena', 'ada', 'trobel', 'pulsa', 'tdk', 'masuk', 'ke', 'nomor', 'tujuan']","['membantu', 'maaf', 'bintang', 'kadang', 'trobel', 'pulsa', 'masuk', 'nomor', 'tujuan']","['membantu', 'maaf', 'bintang', 'kadang', 'trobel', 'pulsa', 'masuk', 'nomor', 'tujuan']","['bantu', 'maaf', 'bintang', 'kadang', 'trobel', 'pulsa', 'masuk', 'nomor', 'tuju']",bantu maaf bintang kadang trobel pulsa masuk nomor tuju
474,Lumayan buat beli token PLN.,1,Lumayan buat beli token PLN,lumayan buat beli token pln,"['lumayan', 'buat', 'beli', 'token', 'pln']","['lumayan', 'beli', 'token', 'pln']","['lumayan', 'beli', 'token', 'pln']","['lumayan', 'beli', 'token', 'pln']",lumayan beli token pln
475,dilink emng dibikin ribet memindahkan uang 65k aja harus pake mtrai segala dan itu uang saya sendri uang ga pulhan juta bikin kebijkn ko kaya gtu ya,-1,dilink emng dibikin ribet memindahkan uang  aja harus pake mtrai segala dan itu uang saya sendri uang ga pulhan juta bikin kebijkn ko kaya gtu ya,dilink emng dibikin ribet memindahkan uang  aja harus pake mtrai segala dan itu uang saya sendri uang ga pulhan juta bikin kebijkn ko kaya gtu ya,"['dilink', 'emng', 'dibikin', 'ribet', 'memindahkan', 'uang', 'aja', 'harus', 'pake', 'mtrai', 'segala', 'dan', 'itu', 'uang', 'saya', 'sendri', 'uang', 'ga', 'pulhan', 'juta', 'bikin', 'kebijkn', 'ko', 'kaya', 'gtu', 'ya']","['dilink', 'emng', 'dibikin', 'ribet', 'memindahkan', 'uang', 'pake', 'mtrai', 'uang', 'sendri', 'uang', 'pulhan', 'juta', 'kebijkn', 'ko', 'kaya', 'gtu']","['dilink', 'emng', 'dibikin', 'ribet', 'memindahkan', 'uang', 'pakai', 'mtrai', 'uang', 'sendri', 'uang', 'pulhan', 'juta', 'kebijkn', 'ko', 'kaya', 'gtu']","['dilink', 'emng', 'bikin', 'ribet', 'pindah', 'uang', 'pakai', 'mtrai', 'uang', 'sendri', 'uang', 'pulhan', 'juta', 'kebijkn', 'ko', 'kaya', 'gtu']",dilink emng bikin ribet pindah uang pakai mtrai uang sendri uang pulhan juta kebijkn ko kaya gtu
476,Okay,1,Okay,okay,['okay'],['okay'],['okay'],['okay'],okay
477,Oke banget,1,Oke banget,oke banget,"['oke', 'banget']","['oke', 'banget']","['oke', 'banget']","['oke', 'banget']",oke banget
478,Aplikasi yg berguna buat transaksi,1,Aplikasi yg berguna buat transaksi,aplikasi yg berguna buat transaksi,"['aplikasi', 'yg', 'berguna', 'buat', 'transaksi']","['aplikasi', 'berguna', 'transaksi']","['aplikasi', 'berguna', 'transaksi']","['aplikasi', 'guna', 'transaksi']",aplikasi guna transaksi
479,Udah transfer keterangan sukses... Di penerima belum masuk?? Dahlah gak pake ini lagi,-1,Udah transfer keterangan sukses Di penerima belum masuk Dahlah gak pake ini lagi,udah transfer keterangan sukses di penerima belum masuk dahlah gak pake ini lagi,"['udah', 'transfer', 'keterangan', 'sukses', 'di', 'penerima', 'belum', 'masuk', 'dahlah', 'gak', 'pake', 'ini', 'lagi']","['udah', 'transfer', 'keterangan', 'sukses', 'penerima', 'masuk', 'dahlah', 'pake']","['sudah', 'transfer', 'keterangan', 'sukses', 'penerima', 'masuk', 'dahlah', 'pakai']","['sudah', 'transfer', 'terang', 'sukses', 'terima', 'masuk', 'dah', 'pakai']",sudah transfer terang sukses terima masuk dah pakai
480,"Zaman digitalisasi, permudah pembelian, keperluan beli pulsa dg adanya aplikasi link Aja.",1,Zaman digitalisasi permudah pembelian keperluan beli pulsa dg adanya aplikasi link Aja,zaman digitalisasi permudah pembelian keperluan beli pulsa dg adanya aplikasi link aja,"['zaman', 'digitalisasi', 'permudah', 'pembelian', 'keperluan', 'beli', 'pulsa', 'dg', 'adanya', 'aplikasi', 'link', 'aja']","['zaman', 'digitalisasi', 'permudah', 'pembelian', 'keperluan', 'beli', 'pulsa', 'aplikasi', 'link']","['zaman', 'digitalisasi', 'permudah', 'pembelian', 'keperluan', 'beli', 'pulsa', 'aplikasi', 'link']","['zaman', 'digitalisasi', 'mudah', 'beli', 'perlu', 'beli', 'pulsa', 'aplikasi', 'link']",zaman digitalisasi mudah beli perlu beli pulsa aplikasi link
481,"Sangat membantu dlm trasaksi ,trasfer dll......semoga sukses LinkAja",1,Sangat membantu dlm trasaksi trasfer dllsemoga sukses LinkAja,sangat membantu dlm trasaksi trasfer dllsemoga sukses linkaja,"['sangat', 'membantu', 'dlm', 'trasaksi', 'trasfer', 'dllsemoga', 'sukses', 'linkaja']","['membantu', 'dlm', 'trasaksi', 'trasfer', 'dllsemoga', 'sukses', 'linkaja']","['membantu', 'dalam', 'trasaksi', 'trasfer', 'dllsemoga', 'sukses', 'linkaja']","['bantu', 'dalam', 'trasaksi', 'trasfer', 'dllsemoga', 'sukses', 'linkaja']",bantu dalam trasaksi trasfer dllsemoga sukses linkaja
482,"Dulu kebanggaan kita sekarang mengecewakan, upgrade sudah ribet dan selalu gagal.",-1,Dulu kebanggaan kita sekarang mengecewakan upgrade sudah ribet dan selalu gagal,dulu kebanggaan kita sekarang mengecewakan upgrade sudah ribet dan selalu gagal,"['dulu', 'kebanggaan', 'kita', 'sekarang', 'mengecewakan', 'upgrade', 'sudah', 'ribet', 'dan', 'selalu', 'gagal']","['kebanggaan', 'mengecewakan', 'upgrade', 'ribet', 'gagal']","['kebanggaan', 'mengecewakan', 'upgrade', 'ribet', 'gagal']","['bangga', 'kecewa', 'upgrade', 'ribet', 'gagal']",bangga kecewa upgrade ribet gagal
483,Linkaja sekarang suka lelet ngirim k bank sangat susah tolong dperbaiki,1,Linkaja sekarang suka lelet ngirim  bank sangat susah tolong dperbaiki,linkaja sekarang suka lelet ngirim  bank sangat susah tolong dperbaiki,"['linkaja', 'sekarang', 'suka', 'lelet', 'ngirim', 'bank', 'sangat', 'susah', 'tolong', 'dperbaiki']","['linkaja', 'suka', 'lelet', 'ngirim', 'bank', 'susah', 'tolong', 'dperbaiki']","['linkaja', 'suka', 'lelet', 'ngirim', 'bank', 'susah', 'tolong', 'dperbaiki']","['linkaja', 'suka', 'lelet', 'ngirim', 'bank', 'susah', 'tolong', 'dperbaiki']",linkaja suka lelet ngirim bank susah tolong dperbaiki
484,Membuat saya lebih praktis terimakasih link aja,1,Membuat saya lebih praktis terimakasih link aja,membuat saya lebih praktis terimakasih link aja,"['membuat', 'saya', 'lebih', 'praktis', 'terimakasih', 'link', 'aja']","['praktis', 'terimakasih', 'link']","['praktis', 'terima kasih', 'link']","['praktis', 'terima kasih', 'link']",praktis terima kasih link
485,Baik,1,Baik,baik,['baik'],[],[],[],
486,"Baru, baik.",1,Baru baik,baru baik,"['baru', 'baik']",[],[],[],
487,Lumayan,1,Lumayan,lumayan,['lumayan'],['lumayan'],['lumayan'],['lumayan'],lumayan
488,Sangat baik,1,Sangat baik,sangat baik,"['sangat', 'baik']",[],[],[],
489,Aplikasi ini sangat membantu,1,Aplikasi ini sangat membantu,aplikasi ini sangat membantu,"['aplikasi', 'ini', 'sangat', 'membantu']","['aplikasi', 'membantu']","['aplikasi', 'membantu']","['aplikasi', 'bantu']",aplikasi bantu
490,Tingkatkn trus bos,1,Tingkatkn trus bos,tingkatkn trus bos,"['tingkatkn', 'trus', 'bos']","['tingkatkn', 'trus', 'bos']","['tingkatkn', 'terus', 'bos']","['tingkatkn', 'terus', 'bos']",tingkatkn terus bos
491,Bagus sekali,1,Bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],['bagus'],['bagus'],bagus
492,Apapun jadi mudah ...terima kasih,1,Apapun jadi mudah terima kasih,apapun jadi mudah terima kasih,"['apapun', 'jadi', 'mudah', 'terima', 'kasih']","['apapun', 'mudah', 'terima', 'kasih']","['apapun', 'mudah', 'terima', 'kasih']","['apa', 'mudah', 'terima', 'kasih']",apa mudah terima kasih
493,Aplikasi yg mantap bisa di gunakan buat pembayaran apa sja,1,Aplikasi yg mantap bisa di gunakan buat pembayaran apa sja,aplikasi yg mantap bisa di gunakan buat pembayaran apa sja,"['aplikasi', 'yg', 'mantap', 'bisa', 'di', 'gunakan', 'buat', 'pembayaran', 'apa', 'sja']","['aplikasi', 'mantap', 'pembayaran', 'sja']","['aplikasi', 'mantap', 'pembayaran', 'sja']","['aplikasi', 'mantap', 'bayar', 'sja']",aplikasi mantap bayar sja
494,"Bisa lebih mudah untuk pembayaran /tranfer ke bank, juga untuk belanja, bayar listrik dll",1,Bisa lebih mudah untuk pembayaran tranfer ke bank juga untuk belanja bayar listrik dll,bisa lebih mudah untuk pembayaran tranfer ke bank juga untuk belanja bayar listrik dll,"['bisa', 'lebih', 'mudah', 'untuk', 'pembayaran', 'tranfer', 'ke', 'bank', 'juga', 'untuk', 'belanja', 'bayar', 'listrik', 'dll']","['mudah', 'pembayaran', 'tranfer', 'bank', 'belanja', 'bayar', 'listrik', 'dll']","['mudah', 'pembayaran', 'tranfer', 'bank', 'belanja', 'bayar', 'listrik', 'dll']","['mudah', 'bayar', 'tranfer', 'bank', 'belanja', 'bayar', 'listrik', 'dll']",mudah bayar tranfer bank belanja bayar listrik dll
495,"Cukup membantu,dan bermanfaat...",1,Cukup membantudan bermanfaat,cukup membantudan bermanfaat,"['cukup', 'membantudan', 'bermanfaat']","['membantudan', 'bermanfaat']","['membantudan', 'bermanfaat']","['membantudan', 'manfaat']",membantudan manfaat
496,Mantaf Sangat membantu.,1,Mantaf Sangat membantu,mantaf sangat membantu,"['mantaf', 'sangat', 'membantu']","['mantaf', 'membantu']","['mantaf', 'membantu']","['mantaf', 'bantu']",mantaf bantu
497,Kenapa link aja saya tdk aktif ya tolong di bantu pihak link aja,1,Kenapa link aja saya tdk aktif ya tolong di bantu pihak link aja,kenapa link aja saya tdk aktif ya tolong di bantu pihak link aja,"['kenapa', 'link', 'aja', 'saya', 'tdk', 'aktif', 'ya', 'tolong', 'di', 'bantu', 'pihak', 'link', 'aja']","['link', 'aktif', 'tolong', 'bantu', 'link']","['link', 'aktif', 'tolong', 'bantu', 'link']","['link', 'aktif', 'tolong', 'bantu', 'link']",link aktif tolong bantu link
498,"Tidak bagus sama sekali, sangat kecewa, sangat-sangat menyesal download linkaja, terlalu ribet",-1,Tidak bagus sama sekali sangat kecewa sangatsangat menyesal download linkaja terlalu ribet,tidak bagus sama sekali sangat kecewa sangatsangat menyesal download linkaja terlalu ribet,"['tidak', 'bagus', 'sama', 'sekali', 'sangat', 'kecewa', 'sangatsangat', 'menyesal', 'download', 'linkaja', 'terlalu', 'ribet']","['bagus', 'kecewa', 'sangatsangat', 'menyesal', 'download', 'linkaja', 'ribet']","['bagus', 'kecewa', 'sangatsangat', 'menyesal', 'download', 'linkaja', 'ribet']","['bagus', 'kecewa', 'sangatsangat', 'sesal', 'download', 'linkaja', 'ribet']",bagus kecewa sangatsangat sesal download linkaja ribet
499,"saya beli pulsa beberapa kali tidak masuk-masuk, tpi saldo berkurang.",-1,saya beli pulsa beberapa kali tidak masukmasuk tpi saldo berkurang,saya beli pulsa beberapa kali tidak masukmasuk tpi saldo berkurang,"['saya', 'beli', 'pulsa', 'beberapa', 'kali', 'tidak', 'masukmasuk', 'tpi', 'saldo', 'berkurang']","['beli', 'pulsa', 'kali', 'masukmasuk', 'tpi', 'saldo', 'berkurang']","['beli', 'pulsa', 'kali', 'masukmasuk', 'tpi', 'saldo', 'berkurang']","['beli', 'pulsa', 'kali', 'masukmasuk', 'tpi', 'saldo', 'kurang']",beli pulsa kali masukmasuk tpi saldo kurang
500,Seneng banget pake link aja..tapi sekarang sulit banget sih buat ke full service..gagal mulu di biometri,1,Seneng banget pake link ajatapi sekarang sulit banget sih buat ke full servicegagal mulu di biometri,seneng banget pake link ajatapi sekarang sulit banget sih buat ke full servicegagal mulu di biometri,"['seneng', 'banget', 'pake', 'link', 'ajatapi', 'sekarang', 'sulit', 'banget', 'sih', 'buat', 'ke', 'full', 'servicegagal', 'mulu', 'di', 'biometri']","['seneng', 'banget', 'pake', 'link', 'ajatapi', 'sulit', 'banget', 'full', 'servicegagal', 'mulu', 'biometri']","['seneng', 'banget', 'pakai', 'link', 'ajatapi', 'sulit', 'banget', 'full', 'servicegagal', 'mulu', 'biometri']","['neng', 'banget', 'pakai', 'link', 'ajatapi', 'sulit', 'banget', 'full', 'servicegagal', 'mulu', 'biometri']",neng banget pakai link ajatapi sulit banget full servicegagal mulu biometri
501,Top,1,Top,top,['top'],['top'],['top'],['top'],top
502,Mantap,1,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
503,Gampang pakenya Ã°ÂÂÂ,1,Gampang pakenya,gampang pakenya,"['gampang', 'pakenya']","['gampang', 'pakenya']","['gampang', 'pakenya']","['gampang', 'pakenya']",gampang pakenya
504,Bagus,1,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
505,"Parah banget ini aplikasi masak iya mau tarik dana dan transfer nggak bisa. Disuruh upgrade akun pakai data diri, lah datanya udah bener, emang paling kesel lihat aplikasi ini",-1,Parah banget ini aplikasi masak iya mau tarik dana dan transfer nggak bisa Disuruh upgrade akun pakai data diri lah datanya udah bener emang paling kesel lihat aplikasi ini,parah banget ini aplikasi masak iya mau tarik dana dan transfer nggak bisa disuruh upgrade akun pakai data diri lah datanya udah bener emang paling kesel lihat aplikasi ini,"['parah', 'banget', 'ini', 'aplikasi', 'masak', 'iya', 'mau', 'tarik', 'dana', 'dan', 'transfer', 'nggak', 'bisa', 'disuruh', 'upgrade', 'akun', 'pakai', 'data', 'diri', 'lah', 'datanya', 'udah', 'bener', 'emang', 'paling', 'kesel', 'lihat', 'aplikasi', 'ini']","['parah', 'banget', 'aplikasi', 'masak', 'iya', 'tarik', 'dana', 'transfer', 'nggak', 'disuruh', 'upgrade', 'akun', 'pakai', 'data', 'datanya', 'udah', 'bener', 'emang', 'kesel', 'lihat', 'aplikasi']","['parah', 'banget', 'aplikasi', 'masak', 'iya', 'tarik', 'dana', 'transfer', 'nggak', 'disuruh', 'upgrade', 'akun', 'pakai', 'data', 'datanya', 'sudah', 'benar', 'emang', 'kesel', 'lihat', 'aplikasi']","['parah', 'banget', 'aplikasi', 'masak', 'iya', 'tarik', 'dana', 'transfer', 'nggak', 'suruh', 'upgrade', 'akun', 'pakai', 'data', 'data', 'sudah', 'benar', 'emang', 'kesel', 'lihat', 'aplikasi']",parah banget aplikasi masak iya tarik dana transfer nggak suruh upgrade akun pakai data data sudah benar emang kesel lihat aplikasi
